Hersteller;Artikelnummer;Gruppierung;Lokalisierung;Seriennummer;Artikelname;Vertriebsbeschreibung;Marketing-Status;Gesamt Seiten;Verkaufspreis excl. Ust;MwSt Satz;Gewicht;Hersteller URL;Link Bilddatei;Kategorie / Produktlinie;Anzahl;
	LG;20074289; -  ; -  ;LG1815284505333; M Public Floorstand - mobile Stele inkl. Ablage ; - Mobiler LCD-Standfuß / Trolley für Einzeldisplay - Für Displays von 32-65" / 81-165 cm - Befestigungsbereich VESA max. 700x400 - Höhe min/max: 1200-1500 mm - Höhe über Raststufen an Säulen verstellbar (Feder-Bolzen) - Rollen inkl. feststellbarer Bremse - Display montierbar in Portrait- oder Landscape Format (bei Portrait abhängig von der Displaygröße) - Extrem simpler Aufbau - Traglast max.: 50 kg - Eigengewicht: 16,5 kg - inkl. komplettem Befestigungsmaterial - Farbe: Schwarz   ;Reveno; -  ;219,00;19%; 17 ; - ; - ;/Preislistenproduktlinien/IT-Produkte/Info-Display/Zubehör;1;
	LG;20074289; -  ; -  ;LG1815284505334; M Public Floorstand - mobile Stele inkl. Ablage ; - Mobiler LCD-Standfuß / Trolley für Einzeldisplay - Für Displays von 32-65" / 81-165 cm - Befestigungsbereich VESA max. 700x400 - Höhe min/max: 1200-1500 mm - Höhe über Raststufen an Säulen verstellbar (Feder-Bolzen) - Rollen inkl. feststellbarer Bremse - Display montierbar in Portrait- oder Landscape Format (bei Portrait abhängig von der Displaygröße) - Extrem simpler Aufbau - Traglast max.: 50 kg - Eigengewicht: 16,5 kg - inkl. komplettem Befestigungsmaterial - Farbe: Schwarz   ;Reveno; -  ;219,00;19%; 17 ; - ; - ;/Preislistenproduktlinien/IT-Produkte/Info-Display/Zubehör;1;
	LG;20074289; -  ; -  ;LG1815284505335; M Public Floorstand - mobile Stele inkl. Ablage ; - Mobiler LCD-Standfuß / Trolley für Einzeldisplay - Für Displays von 32-65" / 81-165 cm - Befestigungsbereich VESA max. 700x400 - Höhe min/max: 1200-1500 mm - Höhe über Raststufen an Säulen verstellbar (Feder-Bolzen) - Rollen inkl. feststellbarer Bremse - Display montierbar in Portrait- oder Landscape Format (bei Portrait abhängig von der Displaygröße) - Extrem simpler Aufbau - Traglast max.: 50 kg - Eigengewicht: 16,5 kg - inkl. komplettem Befestigungsmaterial - Farbe: Schwarz   ;Reveno; -  ;219,00;19%; 17 ; - ; - ;/Preislistenproduktlinien/IT-Produkte/Info-Display/Zubehör;1;
	LG;20074289; -  ; -  ;LG1815284505336; M Public Floorstand - mobile Stele inkl. Ablage ; - Mobiler LCD-Standfuß / Trolley für Einzeldisplay - Für Displays von 32-65" / 81-165 cm - Befestigungsbereich VESA max. 700x400 - Höhe min/max: 1200-1500 mm - Höhe über Raststufen an Säulen verstellbar (Feder-Bolzen) - Rollen inkl. feststellbarer Bremse - Display montierbar in Portrait- oder Landscape Format (bei Portrait abhängig von der Displaygröße) - Extrem simpler Aufbau - Traglast max.: 50 kg - Eigengewicht: 16,5 kg - inkl. komplettem Befestigungsmaterial - Farbe: Schwarz   ;Reveno; -  ;219,00;19%; 17 ; - ; - ;/Preislistenproduktlinien/IT-Produkte/Info-Display/Zubehör;1;
	LG;KT-T430.AL; -  ; -  ;506NOZZ00013; KT-T430 Touch Overlay für Commercial Display ; - 43" (1.428 x 803) - Kompartibel: 43SE3B, 43SM5B, 43SE3KB, 43SM5KB, 43SM3B, 43SL5B - Schutzglasdicke: 2.8T (Blendschutz) - USB Anschluss - 39.3" x 23.1" x 0.9"  - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;599,00;19%; 12 ; - ; https://images.cds-limes.com/LG/KT-T430.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/Zubehör;1;
	LG;CK99.DPERPV; -  ; -  ;803HZMY010579; LG XBOOM CK99 ; - 5000 Watts - Blast Horn - Compression Horn - Pro DJ - Crossfader - Rear Light Show  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;599,00;19%; 25 ; - ; https://images.cds-limes.com/LG/CK99.DPERPV.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/Zubehör;1;
	LG;KT-T550.AL; -  ; -  ;508NOZZ00376; KT-T550.AL Touch Overlay Commercial Display ; - 55" - Multi-Touch with Slim Bezel - 10 Point Multi-Touch - Ghost-Free Touch - Overlay Touch  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;799,00;19%; 14 ; - ; https://images.cds-limes.com/LG/Large01 (1).jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/Zubehör;1;
	LG;PCS200R.AEU; -  ; -  ;412GMZZ00010; PCS200R Pro:Centric Server ; - Simple InstallationMinimal  - Head-End Rack-Space - High Reliability - *New* Supports PCA Pro:Centric Application (PCA) V3.0  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;1.259,00;19%; 3 ; - ; https://images.cds-limes.com/LG/lg-commercial-pcs200r-zoom01.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/Zubehör;1;
	LG;43LW340C.AEUWLHX; -  ; -  ;603KCRN6D670; 43LW340C 43" Direct LED Commercial Display Lite Integrated HDTV ; - Panel Technologie: Direct LED - Auflösung: 1920x1080 (FHD) - Helligkeit: 300cd/m2 - Reaktionszeit: 9ms (G to G) - Anschlüsse: LAN Port, HDMI, USB (2.0), RGB In, RS232C - VESA: 200mm x 200mm - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;249,00;19%; 15 ; - ; https://images.cds-limes.com/LG/43LW340C.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/über 32" Zoll;1;
	LG;43LW540S.AEU; -  ; -  ;612MAKR0J341; 43LW540S 43" Commercial Display ; - Direct LED 43" - 1,920 x 1,080 (FHD) - 8 modes (16:9, Just Scan, Original, Full Wide, 4:3, 14:9, Cinema Zoom 1, Zoom)  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;319,00;19%; 15 ; - ; https://images.cds-limes.com/LG/27BK550Y-B_6st-Desktop.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/über 32" Zoll;1;
	LG;47WV30-BAA.AEU; -  ; -  ;201MAPN55888; 47WV30-BAA 47" Commercial LCD Monitor (MFT Wide) ; - Panel Technology: IPS - LCD Panel Type: 47” class - Reaktionszeit: 8ms (G to G) - Auflösung: 1366 x 768 (HD) - Bildformat: 16:9 - Helligkeit:	800cd/m² - Hard Coating (3H), Anti-glare - Anschlüsse: DVI, HDMI/DVI with HDCP - ** Vorführ / Demo / Messegerät **  - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;359,00;19%; 30 ; - ; https://images.cds-limes.com/LG/47WV30-BAA.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/über 32" Zoll;1;
	LG;55LV75A-7B.AEU; 10 ; -  ;410MABT71165; 55LV75A-7B 55" Digital Signage Video Wall Display ; - Bildschirmdiagonale 139,7cm / 55 Zoll - Auflösung: 1920x1080 (FHD) - Bildschirmformat: 16:9 - Helligkeit: 500cd/qm - Kontrast: 1400:1 (statisch), 500000:1 (dynamisch) - Reaktionszeit: 12ms - Blickwinkel: 178°/178°  - Panel: IPS  - Anschlüsse: 2x VGA, DVI HDMI, 2x DisplayPort, Komponenten, 2x seriell, LAN, USB  - VESA: 600x400 - *** Sachmangel: Tiefer großer Kratzer oben mittig auf dem Display und Rahmen mittig eingedrückt *** - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **     ;Reveno; -  ;499,00;19%; 23 ; - ; https://images.cds-limes.com/LG/55LV75A-7B.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/über 32" Zoll;1;
	LG;86BH5C-B.AEU; -  ; -  ;605KCPY5P912; 86BH5C-B 86" Commercial Display ; Maße: 230 x 48 x 23 cm Bildschirmdiagonale 86" Bildformat 58:9 Native Auflösung 3.840 x 600 (UHD) Helligkeit typ.: 500 cd/m2 Kontrastverhältnis 1.100:1 (typ.) Ausrichtung Quer-/Hochformat VESA(TM) Montage Standard 600 x 200 mm  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;2.799,00;19%; 21 ; - ; https://images.cds-limes.com/LG/lg-86BH5C_02-zoom-750x480.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/über 32" Zoll;1;
	LG;75XF3C-B.AEUGLHX; -  ; -  ;606KCHE55889; 75XF3C-B 75" Commercial Display / Open Frame Display (keine Rückwand) ; - Brightness : 3,000 cd/m2 (Typ.) - Life Time : 50,000 hours - Bezel : 12.8 mm(Even bezel) - Depth : 123.9 mm - Interface : HDMI (2) / DP / DVI / RJ45 / IR / RS232C / USB / External speaker out (L/R)  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;3.299,00;19%; 35 ; - ; https://images.cds-limes.com/LG/G_L_940x620_.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/über 32" Zoll;1;
	LG;84WT70PS-B.AEU; -  ; -  ;405KCCV1T083; 84WT70PS-B 84" ULTRA HD MULTI-TOUCH SIGNAGE ; - Bildschirmdiagonale: 213 cm / 84 Zoll - Bildschirmformat: 16:9 - Auflösung: 3840 x 2160 - Anzeigeformat: 4K UHDTV (2160p) - Vesa: 600 x 400 - ** Vorführ-/ Demo-/ Messegerät ** - ** 90 Tage Übernahmegarantie **    ;Reveno; -  ;4.999,00;19%; 100 ; - ; https://images.cds-limes.com/LG/84WT70PS-B.AEU.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/über 32" Zoll;1;
	LG;10SM3TB-B.AEU; -  ; -  ;606NTUW4L814; 10SM3TB-B 10" Small Signage Display ; - Bildschirmgröße: 10 (10.1") - Seitenverhältnis: 16 : 9 - Auflösung: 1,280 x 800 (HD) - Helligkeit: Module : 450cd/m2, SET : 400cd/m2 (W/Touch) - Kontrast: 	900 : 1 - VESA: 50mm x 50mm - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;189,00;19%; 1 ; - ; https://images.cds-limes.com/LG/10SM3TB-B.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/bis 32" Zoll;1;
	LG;10SM3TB-B.AEU; -  ; -  ;604NTRL9R894; 10SM3TB-B 10" Small Signage Display ; - Bildschirmgröße: 10 (10.1") - Seitenverhältnis: 16 : 9 - Auflösung: 1,280 x 800 (HD) - Helligkeit: Module : 450cd/m2, SET : 400cd/m2 (W/Touch) - Kontrast: 	900 : 1 - VESA: 50mm x 50mm - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;189,00;19%; 1 ; - ; https://images.cds-limes.com/LG/10SM3TB-B.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/bis 32" Zoll;1;
	LG;10SM3TB-B.AEU; -  ; -  ;703NTSU0J630; 10SM3TB-B 10" Small Signage Display ; - Bildschirmgröße: 10 (10.1") - Seitenverhältnis: 16 : 9 - Auflösung: 1,280 x 800 (HD) - Helligkeit: Module : 450cd/m2, SET : 400cd/m2 (W/Touch) - Kontrast: 	900 : 1 - VESA: 50mm x 50mm - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;189,00;19%; 1 ; - ; https://images.cds-limes.com/LG/10SM3TB-B.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/bis 32" Zoll;1;
	LG;10SE3E-B.SAMPLE; -  ; -  ;711NTXR9U810; 10SE3E-B 10" Commercial Display ; - Helligkeit (Typ.): 400 cd/m² - Bezel: 14 mm (T/B/R/L, Even bezel) - Tiefe: 29.7 mm - Interface : HDMI, USB, RJ45, Built-in IR - Special Features : Power over Ethernet, Built-in Wi-Fi, USB Auto Playback - ** Vorführ / Demo / Messegerät **  - ** 90 Tage Übernahmegarantie **    ;Reveno; -  ;199,00;19%; 2 ; - ; https://images.cds-limes.com/LG/10SE3E-B.SAMPLE.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/bis 32" Zoll;1;
	LG;32LW55A-5B.AEU; 10 ; -  ;504KCSF11374; 32LW55A-5B 32" Transparentdisplay ; - Full HD (1.920 x 1.080) - Breiter Farbbereich, Echtfarben - Hoch- & Querformat - Betrieb 24 Stunden pro Tag und 7 Tage pro Woche - ** Sachmangel: Kratzer am Rahmen auf der Frontseite ** - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;289,00;19%; 4 ; - ; https://images.cds-limes.com/LG/32LW55A-5B.AEU.jpg ;/Preislistenproduktlinien/IT-Produkte/Info-Display/bis 32" Zoll;1;
	LG;GP50NW40.AUAE11B; -  ; -  ;711HPVK066303; GP50NW40 Portabler DVD-Brenner  ; - USB 2.0 Schnittstelle - alle zur Zeit gängigen Brennformate (DVD-R, DVD-RW, DVD+R, DVD+RW, DVD-RAM) DVD+R Double und DVD-R Dual Layer Medien - Farbe: Weiß - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;19,00;19%; 1 ; - ; https://images.cds-limes.com/LG/GP50NW40.AUAE11B.jpg ;/Preislistenproduktlinien/IT-Produkte/Optische Laufwerke;1;
	LG;27BK550Y-B.AEU; -  ; -  ;702NTEP6K772; 27BK550Y-B 27" Monitor ; - 27" Class (27" diag) - 1920 x 1080 - Reaktionszeit 5ms´  - **90 Tage Übernahmegarantie** - Vorführ \ Messe \ Demogerät   ;Reveno; -  ;129,00;19%; 7 ; - ; https://images.cds-limes.com/LG/27BK550Y-B_1st-Desktop.jpg ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/27" Zoll;1;
	LG;27BK550Y-B.AEU; -  ; -  ;702NTMX2H395; 27BK550Y-B 27" Monitor ; - 27" Class (27" diag) - 1920 x 1080 - Reaktionszeit 5ms´  - **90 Tage Übernahmegarantie** - Vorführ \ Messe \ Demogerät   ;Reveno; -  ;129,00;19%; 7 ; - ; https://images.cds-limes.com/LG/27BK550Y-B_1st-Desktop.jpg ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/27" Zoll;1;
	LG;27BK550Y-B.AEU; -  ; -  ;702NTUW2H398; 27BK550Y-B 27" Monitor ; - 27" Class (27" diag) - 1920 x 1080 - Reaktionszeit 5ms´  - **90 Tage Übernahmegarantie** - Vorführ \ Messe \ Demogerät   ;Reveno; -  ;129,00;19%; 7 ; - ; https://images.cds-limes.com/LG/27BK550Y-B_1st-Desktop.jpg ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/27" Zoll;1;
	LG;27BK750Y-B.AEU; -  ; -  ;709NTNH4P455; 27BK750Y-B 27" Monitor ; - 27“ class (27” diagonal) - 1920 x 1080 - Reaktionszeit 5ms  - **90 Tage Übernahmegarantie** - Vorführ / Messe / Demogerät   ;Reveno; -  ;149,00;19%; 8 ; - ; https://images.cds-limes.com/LG/md05809781-350x350.jpg ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/27" Zoll;1;
	LG;27QD58P-B.AEU; -  ; -  ;711NTLEB9568; 27QD58P-B 27" Monitor LCD ; - 27 Zoll  - 2.560 x 1.440 Pixel  - AH-IPS 60 Hz  - 5 ms  - 16:9  - 1.000:1  - Helligkeit 250 cd/m²  - HDMI / Display Port  - mit Lautsprecher  - **90 Tage Übernahmegarantie** - Vorführ \ Messe \ Demogerät   ;Reveno; -  ;179,00;19%; 8 ; - ; https://images.cds-limes.com/LG/small01.jpg ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/27" Zoll;1;
	LG;43UV661H.AEUYLHX; -  ; -  ;709KCMRLZ635; 43UV661H 43" Commercial Display ; - LED  - 3.840 x 2.160 Pixel  - Smart TV 43 Zoll  - HDMI Eingänge 2  - VESA-Norm 200 x 200  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;379,00;19%; 14 ; - ; https://images.cds-limes.com/LG/43UV661H.AEUYLHX.jpg ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/43" Zoll;1;
	LG;22BK55WD-B.AEU; -  ; -  ;703NTNHAZ951; 22BK55WD-B 22" Monitor ; - Größe: 22 Zoll Diagonale - Auflösung: 1680 x 1050 - Bildschirm-Typ: LED - Schnittstellen-Typ: DVI, VGA - Funktion: Mit Lautsprechern, IPS-Panel  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;65,00;19%; 6 ; - ; https://images.cds-limes.com/LG/Global_22MB65PY_2017_Gallery_350x350.jpg ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/22" Zoll;1;
	LG;22BK55WD-B.AEU; -  ; -  ;703NTWGAZ953; 22BK55WD-B 22" Monitor ; - Größe: 22 Zoll Diagonale - Auflösung: 1680 x 1050 - Bildschirm-Typ: LED - Schnittstellen-Typ: DVI, VGA - Funktion: Mit Lautsprechern, IPS-Panel  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;65,00;19%; 6 ; - ; https://images.cds-limes.com/LG/Global_22MB65PY_2017_Gallery_350x350.jpg ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/22" Zoll;1;
	LG;22BK55WD-B.AEU; -  ; -  ;703NTJJAZ956; 22BK55WD-B 22" Monitor ; - Größe: 22 Zoll Diagonale - Auflösung: 1680 x 1050 - Bildschirm-Typ: LED - Schnittstellen-Typ: DVI, VGA - Funktion: Mit Lautsprechern, IPS-Panel  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;65,00;19%; 6 ; - ; https://images.cds-limes.com/LG/Global_22MB65PY_2017_Gallery_350x350.jpg ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/22" Zoll;1;
	LG;22BK55WD-B.AEU; -  ; -  ;703NTEPAZ948; 22BK55WD-B 22" Monitor ; - Größe: 22 Zoll Diagonale - Auflösung: 1680 x 1050 - Bildschirm-Typ: LED - Schnittstellen-Typ: DVI, VGA - Funktion: Mit Lautsprechern, IPS-Panel  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;69,00;19%; 6 ; - ; https://images.cds-limes.com/LG/Global_22MB65PY_2017_Gallery_350x350.jpg ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/22" Zoll;1;
	LG;24BK55WY-B.AEU; -  ; -  ;703NTVSGV855; 24BK55WY-B 24" Monitor ; Größe: 24 Zoll Diagonale Auflösung: 1920 x 1080 Bildschirm-Typ: LED Schnittstellen-Typ: HDMI, DisplayPort, DVI, VGA Funktion: Mit Lautsprechern, IPS-Panel  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;139,00;19%; 6 ; - ; https://images.cds-limes.com/LG/22MB65PY-Desk01_170918.jpg ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/24" Zoll;1;
	LG;16BL1D-B.AEUMLHX; -  ; -  ;612KKRTK0038; 16BL1D-B 16'' Digital Signage Stretch Monitor ; Stretch Monitor   ;Reveno; -  ;69,00;19%; 3 ; - ; - ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/16" Zoll;1;
	LG;16BL1D-B.AEUMLHX; -  ; -  ;612KKAJK0056; 16BL1D-B 16'' Digital Signage Stretch Monitor ; Stretch Monitor   ;Reveno; -  ;69,00;19%; 3 ; - ; - ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/16" Zoll;1;
	LG;16BL1D-B.AEUMLHX; -  ; -  ;612KKGXK0047; 16BL1D-B 16'' Digital Signage Stretch Monitor ; Stretch Monitor   ;Reveno; -  ;69,00;19%; 3 ; - ; - ;/Preislistenproduktlinien/IT-Produkte/TFT LCD-LED-Monitore/16" Zoll;1;
	LG;S3WERB.ALWQWEU; 21 ; -  ;607KWTA0B841; S3WERB.ALWQWEU Styler weiß ; - TrueSteam™ (Dampf-Funktion) - Wärmepumpentechnologie - Tag On NFC Funktion - Smart Diagnosis™(telefonische Fehlerdiagnose) - LED Innenbeleuchtung  - **Das Gerät ist stark beschädigt und weist starke Gebrauchsspuren und Schurfstellen auf der rechten und linken Seite** - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;799,00;19%; 85 ; - ; https://images.cds-limes.com/LG/bbDesktop_01.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Styler;1;
	LG;S3RERB.ALBQWEU; 17 ; -  ;512KWJU54004; S3RERB Clothes Styler Built In ; - TrueSteam™ (Dampf-Funktion) - Wärmepumpentechnologie - Tag On NFC Funktion - Smart Diagnosis™(telefonische Fehlerdiagnose) - LED Innenbeleuchtung  - **tarke Dellen, Macken und Schürfstellen an den Seiten und auch an der Kante zur Rückseite** - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;829,00;19%; 85 ; - ; https://images.cds-limes.com/LG/Unbenannt.png ;/Preislistenproduktlinien/Haushaltsgeräte/Styler;1;
	LG;S3WERB.ALWQWEU; 19 ; -  ;607KWYP6Y482; S3WERB.ALWQWEU Styler weiß ; - TrueSteam™ (Dampf-Funktion) - Wärmepumpentechnologie - Tag On NFC Funktion - Smart Diagnosis™(telefonische Fehlerdiagnose) - LED Innenbeleuchtung  - **starke und viele Kratzer an der rechten und linken Seite. Delle hinten. Blende links leicht verbogen** - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;829,00;19%; 85 ; - ; https://images.cds-limes.com/LG/bbDesktop_01.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Styler;1;
	LG;S3RERB.ALBQWEU; 18 ; -  ;512KWLR53992; S3RERB Clothes Styler Built In ; - TrueSteam™ (Dampf-Funktion) - Wärmepumpentechnologie - Tag On NFC Funktion - Smart Diagnosis™(telefonische Fehlerdiagnose) - LED Innenbeleuchtung  - **Gebrauchsspuren und Dellen an der rechten Seite und auch im Innenraum des Gerätes** - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;839,00;19%; 85 ; - ; https://images.cds-limes.com/LG/Unbenannt.png ;/Preislistenproduktlinien/Haushaltsgeräte/Styler;1;
	LG;S3WERB.ALWQWEU; 20 ; -  ;607KWHX6Y481; S3WERB.ALWQWEU Styler weiß ; - TrueSteam™ (Dampf-Funktion) - Wärmepumpentechnologie - Tag On NFC Funktion - Smart Diagnosis™(telefonische Fehlerdiagnose) - LED Innenbeleuchtung  - **mehrere kleine Kratzer auf dem rechten Seitenteil mittig** - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;839,00;19%; 85 ; - ; https://images.cds-limes.com/LG/bbDesktop_01.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Styler;1;
	LG;GBB59PZPFS.APZQEUR; 22 ; -  ;702WRHNKE409; GBB59PZPFS Bottom Freezer Kühl- Gefrierkombination ; - Nutzinhalt gesamt: 318 l - Stromverbrauch pro Jahr: 174 kWh - Energieeffizienzklasse: A+++ - Geräuschpegel: 37 dB - **Das Gerät hat starke Gebrauchsspuren und Kratzer und Dellen an Tür, rechte- und linke Seite. Im innenraum sind leichte Gebrauchsspuren** - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;259,00;19%; 75 ; - ; https://images.cds-limes.com/LG/medium02.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
	LG;GBB530BLCFS.ANSQEUR; 10 ; -  ;601WRPDKF680; GBB530BLCFS Kühl-/Gefrierkombination ; - Energieeffizienzklasse: A+++ - Total No Frost - Inverter Linear Kompressor - Fresh o Zone - Nutzinhalt gesamt: 343 Liter - Nutzinhalt Kühlbereich: 252 l - Nutzinhalt Gefrierbereich: 91 l - *** viele Dellen und weiße Macke auf der linken Seite*** - ** Vorführ / Demo / Messegerät ** - ** 90 Tage Übernahmegarantie **   ;Reveno; -  ;299,00;19%; 100 ; - ; https://images.cds-limes.com/LG/GBB530BLCFS.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
	LG;GBB59SAPFS.ASNQEUR; -  ; -  ;804WRFSK0395; GBB59SAPFS Kühl-Gefrierkombination ; -Energieeffizienzklasse: A+++ -geschätzter Jahresverbrauch: 174 kWh/Jahr -Geräuschentwicklung: 37 dB -Gefrierbereich:93 Liter -Kühlbereich: 225 Liter   ;Reveno; -  ;389,00;19%; 76 ; - ; https://images.cds-limes.com/LG/medium07.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
	LG;GBB60DSMFS.ADSQEUZ; 14 ; -  ;711WRNAKC799; GBB60DSMFS Refrigerator_Polux A+++ E-Micom CK ; - 250 Liter Kühlbereich  - 93 Liter Gefrierbereich  - 201 cm Höhe  - 59,5 cm Breite  - NoFrost  - Betriebsgeräusch: 37 dB  - **Kratzer an der Tür. Obere Tür: unten rechts an der Kante zur rechten Seite. Untere Tür: unten links an der Kante zur linken Seite.** - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;409,00;19%; 80 ; - ; https://images.cds-limes.com/LG/GBB60DSMFS_350.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
	LG;GBB60DSMFS.ADSQEUZ; -  ; -  ;711WRNAKC823; GBB60DSMFS Refrigerator_Polux A+++ E-Micom CK ; - 250 Liter Kühlbereich  - 93 Liter Gefrierbereich  - 201 cm Höhe  - 59,5 cm Breite  - NoFrost  - Betriebsgeräusch: 37 dB  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;429,00;19%; 80 ; - ; https://images.cds-limes.com/LG/GBB60DSMFS_350.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
	LG;GBB59SAFFB.ASNQEUZ; -  ; -  ;808WRPDK6624; GBB59SAFFB Kühl-/Gefrierkombination ; Kühlbereich:225 Liter Gefrierbereich:93 Liter Energieeffizienzklasse: A+++ geschätzter Jahresverbrauch: 174 kWh/Jahr Geräuschentwicklung: 37 dB  - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**    ;Reveno; -  ;469,00;19%; 79 ; - ; https://images.cds-limes.com/LG/GBB59SAFFB.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
	LG;GBB548NSQFE.ANSQEUR; 12 ; -  ;708TRGQ1E087; GBB548NSQFE Kühl-/Gefrierkombination ; - Nutzinhalt: 445 Liter - Jahresverbrauch 195 kWh/Jahr A+++ - Funktion: Edelstahl, Kühl-Gefrierkombination - Installation: Freistehend - Breite (Versand): 74.7 cm - Tiefe (Versand): 77.2 cm  - **Kratzer an der Linkenseite und Kratzer am Kühlschrank Einlegebode** - **90 Tage Übernahmegarantie** - **Vorführ / Messe / Demogerät**   ;Reveno; -  ;519,00;19%; 85 ; - ; https://images.cds-limes.com/LG/lg-frigorifero-GBB548NSQFE-medium01[1]-V1.jpg ;/Preislistenproduktlinien/Haushaltsgeräte/Kühlgeräte;1;
