Article number|EAN (European article number)|Manufacturers code / number|Manufacturer|Product Name|Description|Product Group|Price EUR|Delivery status|Product URL|Picture URL|Shipping
417918576||12N1400|Lexmark|Lexmark C912DN - 12N1400 bis A3|Der überzeugende A3 Teamplayer: Der professionell runderneuerte & gebrauchte Lexmark C912DN überzeugt mit Auto Duplex, 256 MB Standard Ram, einem leistungsstarken 600 MHZ Prozessor und einer monatlichen maximalen Druckkapazität von bis zu 100.000 Seiten. Zudem bietet der Lexmark C912DN effiziente, kostensparende Funktionen, einschließlich Ausdrucken in Draft-Qualität zum schnellen Proofing und zur kundenseitigen Überprüfung. Die Vielseitigkeit des Lexmark C912DN eröffnet neue Möglichkeiten für die verschiedensten Anwendungsbereiche, wie ID-Karten, Broschüren, Faltblätter, Newsletter, Layout-Sätze usw. Für Firmen, die sich durch interne Farbdruckfähigkeiten einen Wettbewerbsvorteil sichern wollen, ist der Lexmark C912DN die ideale Lösung.|Druckerhaus24 > Laserdrucker|449.00|3-4 Tage|https://www.druckerhaus24.de/lexmark-c912dn-12n1400-bis-a3|https://www.druckerhaus24.de/media/catalog/product/4/1/417918576_981364.jpg|75.00
417918636||13N1000|Lexmark|Lexmark C920 - 13N1000 bis A3|Optimierte Produktivität in Farbe: Der professionell runderneuerte & gebrauchte Lexmark C920 steigert Ihre Produktivität im Farbdruck durch hohe Leistung, große Zuverlässigkeit und anwenderfreundliche Bedienung. Gestochen scharfe Ergebnisse in Farbe bietet der Lexmark C920 mit einer Druckgeschwindigkeit von bis zu 32 DIN-A4-Seiten/Minute. Mit seinem 1 GHz Prozessor und der Speicherausstattung von 256 MB RAM (aufrüstbar bis 1 GB RAM) bereitet der Lexmark C920 selbst komplexe Farb-Druckdaten im Nu auf.|Druckerhaus24 > Laserdrucker|399.00|3-4 Tage|https://www.druckerhaus24.de/lexmark-c920-13n1000-bis-a3|https://www.druckerhaus24.de/media/catalog/product/4/1/417918636_617286.jpg|75.00
417919236||21Z0169|Lexmark|Lexmark C935DTN - 21Z0169 Farblaser für A3|Das vielseitige und sparsame Kraftpaket: Der professionell aufbereitete & gebrauchte Lexmark C935DTN bietet neben hoher Druckgeschwindigkeit und günstigen Kosten pro gedruckter Seite vollständigste Reihe von Funktionen zur Kostenkontrolle, die auf dem Markt verfügbar ist. Dazu gehören beim C935DTN unter anderem Farbdruckberechtigungen per Anwender-ID sowie zahlreiche Tonersparstufen, mit denen Sie bis zu 50 % Toner sparen können. Mit seinem robusten und zuverlässigen neuen Design bietet Ihnen der Lexmark C935DTN die gesamte Leistung und das Funktionsspektrum, das Sie benötigen, um Ihr Potenzial voll auszuschöpfen. Sowohl Broschüren, große Schilder als auch schwere Outdoor-Medien kommen beim C935DTN dank gestochen scharfem Text, satten Farbtönen und konsistenten Bildern voll zur Geltung.|Druckerhaus24 > Laserdrucker|999.00|3-4 Tage|https://www.druckerhaus24.de/lexmark-c935dtn-21z0169-farblaser-fuer-a3|https://www.druckerhaus24.de/media/catalog/product/4/1/417919236_769391.jpg|75.00
657738085||Q7518A|HP|HP Color LaserJet 4730X MFP - Q7518A|Effiziente Dokumentendarstellung: Der von Ihrem Profi runderneuerte & gebrauchte HP LaserJet 4730X MFP ist ein leistungsstarkes Multifunktionstalent. Beeindruckende Papierzuführungsfunktionen des HP LaserJet 4730X MFP ermöglichen die Dokumentenproduktion vor Ort und so sparen Sie die mit dem Druck in der zentralen Abteilung verbundenen Mehrkosten. Der HP LaserJet 4730X MFP liefert Ihnen eindrucksvolle Ausdrucke, wenn es darauf ankommt  - mit Drucken und Kopieren in Schwarzweiß (DIN A4) bei bis zu 43 S./Min und einer Ausgabe der ersten Seite in weniger als 10 Sekunden. Dank der HP Duplex-Einheit für automatischen beidseitigen Druck bekommen Sie mit dem HP LaserJet 4730X MFP hochwertige beidseitig bedruckte Dokumente und bereichern Ihre Arbeitsgruppe mit einem einsatzfreudigen Partner.|Druckerhaus24 > Multifunktionsgeräte|880.00|3-4 Tage|https://www.druckerhaus24.de/hp-color-laserjet-4730x-mfp-q7518a|https://www.druckerhaus24.de/media/catalog/product/6/5/657738085_198021.jpg|75.00
658026405||Q7829A|HP|HP LaserJet M5035 MFP - Q7829A bis A3|Überzeugende Produktivität für Ihr Office: Der top runderneuerte & gebrauchte HP LaserJet M5035 MFP eignet sich Ideal für Arbeitsgruppen in Unternehmen, die einen Schwarzweiß-MFP suchen, der einfach zu verwenden, zu warten und zu verwalten ist und der die gewünschten LaserJet Vorteile sowie eine zuverlässige Leistung bis zum Format DIN A3 bietet. Der HP LaserJet M5035 MFP ist extrem einfach zu installieren, zu verwenden, zu verwalten und zu warten und verfügt über ein neues, benutzerfreundliches Bedienfeld. Unterbrechungen werden durch den HP LaserJet M5035 MFP minimiert, da die interaktive HP Smart Drucktechnologie, die in die Druckkassette und das Gerät integriert ist, die Druckqualität und die Zuverlässigkeit erhöht. Der interne HP Jetdirect Printserver des HP LaserJet M5035 MFP bietet die beste Netzwerkeinbindung seiner Klasse und ermöglicht eine einfache gemeinsame Nutzung.|Druckerhaus24 > Kopierer, Druckerhaus24 > Multifunktionsgeräte|699.00|3-4 Tage|https://www.druckerhaus24.de/hp-laserjet-m5035-mfp-q7829a-bis-a3|https://www.druckerhaus24.de/media/catalog/product/6/5/658026405_971480.jpg|75.00
658037325||Q7830A|HP|HP LaserJet M5035X MFP - Q7830A bis A3|Der Arbeitsgruppenbooster: Der vom Fachmann aufbereitete & gebrauchte HP LaserJet M5035X MFP ist ein preisgünstiges, einfach zu verwendendes Gerät, dass Arbeitsprozesse vereinfacht und optimiert, den Anforderungen von Arbeitsgruppen in Hinblick auf DIN A3 Ausdrucke und Kopien sowie Send-to-E-Mail entspricht und darüber hinaus eine Faxfunktionalität bereitstellt. Das benutzerfreundliche Bedienfeld des HP LaserJet M5035X MFP zeigt die Anwendungen deutlich an, so dass Sie den LaserJet M5035X auf einfache Weise verwalten und warten können. Die HP Web Jetadmin ermöglicht beim HP LaserJet M5035X MFP Installation, Konfiguration und proaktive Verwaltung über eine Remote-Verbindung. Die Druck- und Kopierfunktionen für DIN A3, Send-to-E-Mail, Faxzubehör, integrierte Netzwerktechnologie und beidseitiger Druck steigern die Produktivität des HP LaserJet M5035x MFP nachhaltig.|Druckerhaus24 > Kopierer, Druckerhaus24 > Multifunktionsgeräte, Druckerhaus24 > Bestseller - Kopierer|999.00|3-4 Tage|https://www.druckerhaus24.de/hp-laserjet-m5035x-mfp-q7830a-bis-a3|https://www.druckerhaus24.de/media/catalog/product/6/5/658037325_377670.jpg|75.00
658967510||CB425A|HP|HP Laserjet M4345 MFP - CB425A|Arbeits- und Geschäftsprozesse optimieren: Der von Ihrem Profi runderneuerte & gebrauchte HP Laserjet M4345 MFP eignet sich ideal für Arbeitsgruppen mit bis zu 15 Benutzern in Unternehmen jeder Größe und bietet ein breites Spektrum an Funktionen, Benutzerfreundlichkeit und Zuverlässigkeit. Er ermöglicht Arbeitsgruppen die Durchführung mehrerer Aufgaben mit einem einzigen Gerät. Mit dem HP Laserjet M4345 MFP erledigen Sie mehr Arbeit in weniger Zeit mit den Funktionen für Drucken, Kopieren, Send-to-E-Mail und analoges optionales Faxen, die dieser Hochleistungs-MFP zur Verfügung stellt. Drucken und kopieren Sie duch den HP Laserjet M4345 mit einer Geschwindigkeit von bis zu 43 Seiten/Min. Mit dem HP Laserjet M4345 MFP haben sie keine Wartezeit durch schnelle Ausgabe der ersten Seite dank Instant-on-Technologie.|Druckerhaus24 > Multifunktionsgeräte|469.00|3-4 Tage|https://www.druckerhaus24.de/hp-laserjet-m4345-mfp-multifunktionskopierer-mit-unterschrank-cb425a|https://www.druckerhaus24.de/media/catalog/product/6/5/658967510_538819.jpg|75.00
659019651||CB427A|HP|HP Laserjet M4345XS MFP - CB427A|Nicht kleckern aber klotzen: Der vom Profi runderneuerte & gebrauchte HP Laserjet M4345XS MFP bietet Ihnen als workflowsteigerndes Extra der M4345 Serie standardmäßiges Duplex, analoges Fax, ein Ausgabefach mit Hefteinrichtung und einen Druckerunterstand zur noch einfacheren Bewältigung großer Arbeitsaufträge. Der HP Laserjet M4345XS eignet sich ideal für Arbeitsgruppen mit bis zu 15 Benutzern in Unternehmen jeder Größe und bietet ein breites Spektrum an Funktionen, Benutzerfreundlichkeit und Zuverlässigkeit. Der Laserjet M4345XS ermöglicht Arbeitsgruppen die Durchführung mehrerer Aufgaben mit einem einzigen Gerät und harmonisiert so Ihren Workflow einfach und spürbar.|Druckerhaus24 > Multifunktionsgeräte, Druckerhaus24 > Bestseller - Multifunktionsgeräte|989.00|3-4 Tage|https://www.druckerhaus24.de/hp-laserjet-m4345xs-mfp-kopiergeraet-mit-unterschrank-und-fax-cb427a|https://www.druckerhaus24.de/media/catalog/product/6/5/659019651_306509.jpg|75.00
661861061||CC394A|HP|HP LaserJet M9040 MFP - CC394A bis A3|Die Vereinfachung alltäglicher Büroaufgaben: Der professionell aufbereitete & gebrauchte HP LaserJet M9040 MFP eignet sich ideal für Abteilungen in großen und mittelständischen Unternehmen mit hohem Druckaufkommen, in denen Arbeitsgruppen mit 30 bis 50 Benutzer große Druck- und Kopiervolumina in sehr schneller Zeit erledigen müssen. Der HP LaserJet M9040 MFP bietet hierfür workflowerleichternde Funktionen wie Digital Sending, Faxen, Scannen und eine professionelle Weiterverarbeitung. Drucken und kopieren Sie mit dem HP LaserJet M9040 MFP bei Höchstgeschwindigkeiten von bis zu 40 S/MIn. Zudem überzeugt der HP LaserJet M9040 MFP mit hochwertigen Ergebnissen dank einer effektiven Ausgabequaltät von 1200 dpi und des auf bis zu 512 MB erweiterbaren Speicher und der standardmäßigen Zuführungskapazität von bis zu 3100 Blatt lassen sich mit dem HP LaserJet M9040 MFP auch größte Druckjobs mühelos bewältigen.|Druckerhaus24 > Kopierer, Druckerhaus24 > Multifunktionsgeräte|1299.00|3-4 Tage|https://www.druckerhaus24.de/hp-laserjet-9040-mfp-cc394a-bis-a3|https://www.druckerhaus24.de/media/catalog/product/m/9/m9040.jpg|75.00
661861786||CC395A|HP|HP LaserJet M9050 MFP - CC395A bis A3|Ihre Arbeitsgruppe auf der Zielgeraden: Der fachmännisch bestens aufbereitete & gebrauchte HP LaserJet M9050 MFP garantiert Ihnen schnelles Drucken und Kopieren im Format A3 uns steigert die Benutzerproduktivität und Leistung. Scan-to-Email Funktionalität, Digital Sending, eine optionale Faxlösung und zahlreiche Papierhandhabungs- und Weiterverarbeitungsoptionen sparen beim HP LaserJet M9050 MFP Zeit und ermöglichen Ihnen die effiziente Erledigung Ihrer Büroaufgaben. Das neue Touchscreen Bedienfeld des HP LaserJet M9050 MFP sorgt für einheitlich intuitiven Bedienkomfort. Zudem bringt Ihnen der HP LaserJet M9050 eine herausragende Top Leistung mit Höchstgeschwindigkeiten von bis zu 50 S./Min.|Druckerhaus24 > Kopierer, Druckerhaus24 > Multifunktionsgeräte|1300.00|3-4 Tage|https://www.druckerhaus24.de/hp-laserjet-m9050-cc395a-bis-a3|https://www.druckerhaus24.de/media/catalog/product/6/6/661861786_543662.jpg|75.00
661861826||Q7698A|HP|HP LaserJet 9040N Schwarz/weiß Laserdrucker, LAN (Q7698A) |Gleichmäßig gute Leistung in höchster Qualität: Der professionell runderneuerte & gebrauchte HP Laserjet 9040N ist eine kostengünstige Lösung für Schwarzweißausdrucke in großen Arbeitsgruppen und Abteilungen. Der HP Laserjet 9040N überzeugt mit flexiblen Funktionen, effizienten Arbeitsabläufen, Reduzierung der Wartezeiten und Steigerung der Produktivität mit schnellen Druckgeschwindigkeiten von bis zu 40 S./Min und einem Ausdruck der ersten Seite in weniger als 8 Sekunden. Selbst komplexe Dokumente stellen für den HP Laserjet 9040N mit seinem schnellen 533-MHz-Prozessor und den auf bis zu 512 MB erweiterbaren DDR-Speicher keinerlei Probleme dar. Mit der optionalen Papierzuführungskapazität beim HP Laserjet 9040N von insgesamt 3100 Blatt und einer Ausgabe von 3600 Blatt sind wenige Eingriffe seitens der Bediener erforderlich und maximale Flexibilität gewährleistet. |Druckerhaus24 > Laserdrucker|550.00|3-4 Tage|https://www.druckerhaus24.de/hp-laserjet-9040n-schwarz-weiss-laserdrucker-lan-q7698a|https://www.druckerhaus24.de/media/catalog/product/6/6/661861826_249340.jpg|75.00
661861946||Q7699A|HP|HP LaserJet 9040DN Schwarz/weiß Laserdrucker, Duplexdruck, LAN (Q7699A)|Leistungswillig und Zuverlässig: Der vom Fachmann runderneuerte & gebrauchte HP Laserjet 9040DN verbesserter Produktivität von Arbeitsgruppen und Abteilungen und ist ein zuverlässiger A3 Hochleistungsdrucker zu einem fairen Preis. Sparen Sie Geld mit dem kosteneffizienten HP Laserjet 9040DN, welcher für hohe Druckauflagen die HP Smart Druckkassette mit einer Ergiebigkeit von 30.000 Seiten einsetzt. Der interne HP Jetdirect Fast Ethernet Printserver sorgt beim HP Laserjet 9040DN für eine schnelle und zuverlässige Netzwerkeinbindung. Zudem genießen Sie beim HP Laserjet 9040DN die Vorteile der problemlosen Netzwerkverwaltung mit HP Web Jetadmin, die eine einfache Ferninstallation, Konfiguration und proaktive Verwaltung der Netzwerk-Peripheriegeräte ermöglicht. Der niedrige Anschaffungspreis des HP Laserjet 9040DN sorgt dafür, dass dieser Drucker für jedes Unternehmen eine gute Investition darstellt.|Druckerhaus24 > Laserdrucker, Druckerhaus24 > Bürosysteme|600.00|3-4 Tage|https://www.druckerhaus24.de/hp-laserjet-9040dn-schwarz-weiss-laserdrucker-duplexdruck-lan-q7699a|https://www.druckerhaus24.de/media/catalog/product/6/6/661861946_595960.jpg|75.00
661861961||Q3723A|HP|HP LaserJet 9050DN Laserdrucker schwarz/weiß, Netzwerk, Duplexeinheit (Q3723A)|Leistungsstärke für die anspruchsvolle Büroumgebung: Der erstklassig runderneuerte & gebrauchte HP Laserjet 9050DN erstellt konsistente, professionelle Dokumente bis zum Format DIN A3 schnell und zuverlässig mit bis zu 50 S./Minute. Die erste Seite liefert der HP Laserjet 9050DN in weniger als 8 Sekunden und er überzeugt zudem durch eine hohe Druckleistung von bis zu 300.000 Seiten/Monat. Der Laserjet 9050DN bietet Ihnen einen schnellen Datendurchsatz für Ihre Arbeitsgruppe und leistungsstarke, problemlose Netzwerkeinbindung mit dem HP Jetdirect Fast Ethernet Embedded Printserver. Außerdem erfordert der HP Laserjet 9050DN weniger Eingriffe seitens der Bediener und bietet maximale Flexibilität dank Auto Duplex und einer optionalen Kapazität für die Papierzuführung von 3100 Blatt, sowie einer Ausgabe von 3600 Blatt.|Druckerhaus24 > Laserdrucker|890.00|3-4 Tage|https://www.druckerhaus24.de/hp-laserjet-9050dn-laserdrucker-schwarz-weiss-netzwerk-duplexeinheit-q3723a|https://www.druckerhaus24.de/media/catalog/product/6/6/661861961_490292.jpg|75.00
662880416||CE664A|HP|HP Color LaserJet CM6030 MFP - CE664A|Bereichern Sie Ihr Team: Der professionell aufbereitete & gebrauchte HP Color LaserJet CM6030 MFP wird die Produktivität Ihrer Arbeitsgruppe merklich steigern. Der HP Color LaserJet CM6030 MFP überzeugt druch eine schnelle Ausgabe mit Geschwindigkeiten von bis zu 31 S./Min. in Farbe und Schwarzweiß (A4), wobei die erste Seite in ca. 12 Sek. gedruckt wird. Zudem garantiert der HP Color LaserJet CM6030 eine schnelle Verarbeitung komplexer Aufträge mit einem 835 MHz Mikroprozessor und einem 512 MB Speicher, welcher auf bis zu 768 MB erweiterbar ist. Dank intuitivem Design und Touchscreen-Bedienfeld ist der HP Color LaserJet CM6030 MFP zudem unübertroffen einfach zu verwenden und zu verwalten. Der LaserJet CM6030 MFP liefert Ihnen herausragende Ergebnisse mit überdurchschnittlicher Farbgenauigkeit und exzellenter Ausgabequalität.|Druckerhaus24 > Kopierer, Druckerhaus24 > Multifunktionsgeräte|1890.00|3-4 Tage|https://www.druckerhaus24.de/hp-clj-cm6030-mfp|https://www.druckerhaus24.de/media/catalog/product/6/6/662880416_678179.jpg|75.00
