Article number|EAN (European article number)|Manufacturers code / number|Manufacturer|Product Name|Description|Product Group|Price EUR|Delivery status|Product URL|Picture URL|Shipping
391482251||Q5961A|HP|HP Laserjet 2430TN - Q5961A|Gleichmäßig hohe Druckqualität: Der von Ihrem Profi runderneuerte & gebrauchte HP LaserJet 2430TN bringt die Vorteile der Nutzung von einer Vielzahl von Medientypen und Formaten mit einer 100-Blatt-Mehrzweck-Papierzuführung, einer 250-Blatt-Papierzuführung, sowie zusätzlich einer 500-Blatt-Papierzuführung. Dank der Geschwindigkeiten von bis zu 33 S./Min. und einer Ausgabe der ersten Seite beim HP LaserJet 2430TN in weniger als 10 Sekunden mit der HP Instant-on-Technologie der Fixierereinheit wird Ihre Produktivität nachhaltig und spürbar gesteigert. Insgesamt ist der HP LaserJet 2430TN ein Laserdrucker mit hervorragendem Preis-Leistungs-Verhältnis, der sich problemlos an die geänderten Bedürfnisse Ihres Unternehmens anpasst und gestochen scharfen Text und Grafiken mit einer echten Auflösung von 1.200 x 1.200 dpi ohne Einbußen bei der Leistung liefert.|Kopiererhaus > Drucker|149.00|3-4 Tage|https://www.kopiererhaus.de/hp-laserjet-2430tn-q5961a|https://www.kopiererhaus.de/media/catalog/product/3/9/391482251_165848.jpg|8.90
391482271||Q6511X-kompatibel|Eigenmarke|Alternativ zu Q6511X  für HP LJ 2410 / 2420 / 2430 Toner Eigenmarke|TONERPRODUKTE Unsere hochwertigen kompatiblen Tonerkartuschen werden von unseren Lieferanten ausschließlich in Deutschland hergestellt. Generell gilt für alle unsere Tonerprodukte:  Austausch aller Verschleißteile in der Kartusche Herstellung nach ISO EN 9001 und 14001 2 Jahre Produktgarantie - STMC Zertifizierung Produktion nach DIN33870 dokumentenechter Toner, der Originalrezeptur entsprechend  Bei der Herstellung der Produkte werden streng die Vorgaben der OEM (Originalhersteller) beachtet. Ebenso ist die Laufleistung der Produkte identisch mit der OEM Spezifikation oder gar höher. Zum Abschluss der Herstellung wird jede produzierte Kartusche einem Einzeltest unterzogen. Darüber hinaus werden kontinuierliche Langzeittests durchgeführt, um eine gleichbleibend höchste Qualität der Produkte bei zu behalten.  |Kopiererhaus > Toner, Kopiererhaus > Toner & Zubehör|37.95|3-4 Tage|https://www.kopiererhaus.de/alternativ-zu-q6511x-fur-hp-lj-2420-2430-toner-eigenmarke|https://www.kopiererhaus.de/media/catalog/product/7/6/761734.jpg|8.90
391482941||Q7816A|HP|HP Laserjet P3005X - Q7816A|Der leistungsstärkste LaserJet der P3005 Serie: Der professionell aufbereitete & gebrauchte HP LaserJet P3005X Duplexer bietet Ihnen problemloses, wartungsarmes Drucken und Sie können sich somit ganz auf Ihre geschäftlichen Aufgaben konzentrieren. Mit dem LaserJet P3005X sparen Sie Zeit und erleben Sie weniger Unterbrechungen, denn der P3005X hat als Standard eine Kapazität der Papierzuführungen von 1100 Blatt. Mit dem intuitiven zweizeiligen Bedienfeld und wartungsarmen Druckkassetten des HP LaserJet P3005X vereinfachen Sie die Verwaltung der Druckaufträge spürbar. Zudem können Sie beim P3005X die HP ProRes 1200 (Auflösung von echten 1.200 x 1.200 dpi) bei höchster Geschwindigkeit verwenden, um beeindruckende Dokumente mit gestochen scharfen Schwarzweißtexten, feinen Linien und klaren Details zu erstellen.|Kopiererhaus > Sale, Kopiererhaus > Drucker|169.00|4-7 Tage|https://www.kopiererhaus.de/hp-laserjet-p3005x-q7816a|https://www.kopiererhaus.de/media/catalog/product/3/9/391482941_254320.jpg|8.90
392223856||CB514AABU|HP|HP Laserjet P4515N - CB514A|Robust und mühelos bedienbar: Der fachmännisch generalüberholte & gebrauchte HP Laserjet P4515N ist der schnellste LaserJet Schwarzweiß Einzelfunktionsdrucker von HP mit hoher Leistung, hohen Druckgeschwindigkeiten von bis zu 60 S./Min., zuverlässiger Sicherheit und flexiblen Erweiterungsmöglichkeiten über eine Auswahl an Papierhandhabungs- und Weiterverarbeitungsoptionen. Der LaserJet P4515N hat keinen Zeitverlust durch Aufwärmphase des Druckers und sorgt für eine Ausgabe der ersten Seite in nur 8,5 Sekunden aus dem Bereitschaftsmodus dank der Instant-on-Technologie. Integrierte Gigabit-Netzwerktechnologie für die gemeinsame Nutzung des Druckers in großen Arbeitsgruppen machen den HP LaserJet P4515N zum zuverlässigen Netzwerkpartner. Zudem bietet der HP LaserJet P4515N branchenführende Sicherheitsfunktionen wie erweiterte IPSec-Verschlüsselung sowie Unterstützung für Standard-Sicherheitsprotokolle.|Kopiererhaus > Drucker|249.00|4-7 Tage|https://www.kopiererhaus.de/hp-laserjet-p4515n-cb514a|https://www.kopiererhaus.de/media/catalog/product/3/9/392223856_299732.jpg|8.90
392227636||CC364X-kompatibel|Eigenmarke|Alternativ zu HP CC364X für HP LJ P4515 / P4015 Toner Eigenmarke|TONERPRODUKTE Unsere hochwertigen kompatiblen Tonerkartuschen werden von unseren Lieferanten ausschließlich in Deutschland hergestellt. Generell gilt für alle unsere Tonerprodukte:  Austausch aller Verschleißteile in der Kartusche Herstellung nach ISO EN 9001 und 14001 2 Jahre Produktgarantie - STMC Zertifizierung Produktion nach DIN33870 dokumentenechter Toner, der Originalrezeptur entsprechend  Bei der Herstellung der Produkte werden streng die Vorgaben der OEM (Originalhersteller) beachtet. Ebenso ist die Laufleistung der Produkte identisch mit der OEM Spezifikation oder gar höher. Zum Abschluss der Herstellung wird jede produzierte Kartusche einem Einzeltest unterzogen. Darüber hinaus werden kontinuierliche Langzeittests durchgeführt, um eine gleichbleibend höchste Qualität der Produkte bei zu behalten.  |Kopiererhaus > Toner, Kopiererhaus > Toner & Zubehör|67.95|3-4 Tage|https://www.kopiererhaus.de/alternativ-zu-hp-cc364x-fur-hp-lj-p4515-p4015-toner-eigenmarke|https://www.kopiererhaus.de/media/catalog/product/2/8/289979.jpg|8.90
393728791||Q7815A|HP|HP Laserjet P3005DN - Q7815A|Für bleibende Eindrücke: Der vom Fachmann runderneuerte & gebrauchte HP LaserJet P3005DN Duplexer erstellt für Sie messerscharfe Geschäftsdokumente, die mit der Druckqualität von echten 1.200 dpi Ihr Team und Ihre Partner beeindrucken werden. Der LaserJet P3005DN verfügt über zuverlässige HP LaserJet Druckkassetten mit einem hohen Ertrag, die stets eine professionelle Qualität liefern und für den präzisen Betrieb mit dem P3005DN ausgelegt sind. Beim HP LaserJet P3005DN können Sie sich auf stets konsistente Ergebnisse bei schnellen Geschwindigkeiten mit HP Toner verlassen, der speziell für den P3005DN sowie ausgezeichnete Druckqualität bei schnellen Druckgeschwindigkeiten gefertigt ist. Verwenden Sie beim P3005DN HP ProRes 1200 (Auflösung von echten 1.200 x 1.200 dpi) bei höchster Geschwindigkeit, um beeindruckende Dokumente mit gestochen scharfen Schwarzweißtexten, feinen Linien und klaren Details zu erstellen.|Kopiererhaus > Drucker|149.00|4-7 Tage|https://www.kopiererhaus.de/hp-laserjet-p3005dn-q7815a|https://www.kopiererhaus.de/media/catalog/product/6/2/627579.jpg|8.90
394019166||Q5912A|HP|HP LaserJet 1022 - Q5912A|Beste Qualität, Tag für Tag: Der professionell runderneuerte & gebrauchte HP LaserJet 1022 Laserdrucker ist bestens geeignet für Anwender in kleinen Büros, die einen Platz sparenden Drucker mit gutem Preis-Leistungs-Verhältnis suchen, um unterschiedliche Geschäftsdokumente in hervorragender Qualität zuverlässig und problemlos auszudrucken. Mit dem HP LaserJet 1022 habend Sie keine Wartezeiten, d.h. Ausdruck der ersten Seite in weniger als 8 Sekunden mit der HP Instant-on-Technologie der Fixierereinheit und bekommen gestochen scharfe Ausdrucke über HP Resolution Enhancement technology und HP ProRes für eine eindrucksvolle Druckqualität mit einer Auflösung von 1.200 dpi. Der PCL 5e Druckertreiber des LaserJet 1022 setzt beliebige Anwendungen sofort in qualitativ hochwertige Ausdrucke um und der host-basierte Treiber verarbeitet die Druckaufträge über den Prozessor und Speicher des PC (Host), so dass selbst komplexe Druckaufträge mit dem HP LaserJet 1022 ohne kostenintensiven zusätzlichen Speicher ausgedruckt werden können.|Kopiererhaus > Drucker|189.00|3-4 Tage|https://www.kopiererhaus.de/hp-laserjet-1022-q5912a|https://www.kopiererhaus.de/media/catalog/product/3/9/394019166_710590.jpg|8.90
409787046||C3916A|HP|HP LaserJet 5 - C3916A|Eine noch bessere Leistung: Der von Ihrem Profi aufbereitete & gebrauchte HP LaserJet 5 baut auf die bewährte Leistungsstärke des LaserJet 4 mit Verbesserungen auf, welche ihren Druckworkflow vereinfachen und steigern. Das überarbeitete Bedienungsfeld des HP LaserJet 5 und die verbesserte Software machen Ihnen und Ihrer Arbeitsgruppe das Drucken leichter. Zudem hat HP beim LaserJet 5 eine Reihe von Hard- und Softwareleistungsverbesserungen vollbracht, wie z.B. HP PCL 6, eine verbesserte Druckersprache für einen spürbar schnelleren Output, speziell für komplexe Dokumente.|Kopiererhaus > Drucker|299.00|3-4 Tage|https://www.kopiererhaus.de/hp-laserjet-5-c3916a|https://www.kopiererhaus.de/media/catalog/product/4/0/409787046_712645.jpg|8.90
409889666||Q3917A|HP|HP LaserJet 5M - C3917A|Gefertigt für eine lange Lebensdauer: Der professionell runderneuerte & gebrauchte HP LaserJet 5M ist Ihr mittelgroßer PC und MAC kompatibles Arbeitstier. Mit dem HP LaserJet 5M bekommen Sie für wenig Geld eine exzellente Druckleistung und einen extrem zuverlässigen monochromen Laserdrucker. Das anwenderfreundliche Bedienerfeld des LaserJet 5M und eine verbesserte Druckersprache für einen noch schnelleren Output machen diesen LaserJet zu einem guten Officepartner.|Kopiererhaus > Drucker|179.00|3-4 Tage|https://www.kopiererhaus.de/hp-laserjet-5m-c3917a|https://www.kopiererhaus.de/media/catalog/product/4/0/409889666_219482.jpg|8.90
409911811||C3952A|HP|HP LaserJet 5N - C3952A|HP Zuverlässigkeit für Ihr Netzwerk: Der fachmännisch aufbereitete & gebrauchte HP LaserJet 5N ist Ihr fleißiger, mittelgroßer Laserdrucker mit HP Jetdirect Karte. Der LaserJet 5N druckt mit flotten 12 ppm und sein großes Papierfach erlaubt eine Vielzahl von Ausdrucken ohne Papier nachzufüllen. Der vielfach verkaufte und beliebte HP LaserJet 5N überzeugt mit extremer Langlebigkeit und ist ein verlässlicher Netzwerkpartner für Ihr Team.|Kopiererhaus > Drucker|249.00|3-4 Tage|https://www.kopiererhaus.de/hp-laserjet-5n-c3952a|https://www.kopiererhaus.de/media/catalog/product/4/0/409911811_751522.jpg|8.90
410349996||C4224A|HP|HP LaserJet 1100 - C4224A|Modern und zuverlässig: Der professionell runderneuerte & gebrauchte HP LaserJet 1100 bietet modernste Drucktechnologie, die professionelle Ausdrucke bei einer Geschwindigkeit von bis zu 8 Seiten in der Minute liefert. Die Ausdrucke des LaserJet 1100 in 600x600 dpi Auflösung sind in bester Laserqualität auf einer Vielzahl unterschiedlicher Druckmedien möglich. Für die Haltbarkeit und Zuverlässigkeit stehen HP's jahrelange Erfahrung, der exzellente Ruf und Qualität bei Laserdruckern, sowie ein eindrucksvolles monatliches Druckvolumen von 7.000 Seiten. Auch komplexe Ausdrucke sind dank 2 MB Standardspeicher beim HP LaserJet 1100 kein Problem. Und sollte das trotzdem nicht reichen, lässt er sich auf bis zu 18 MB aufrüsten. Der HP LaserJet 1100 lässt sich durch JetPath Technology mittels eines optional erhältlichen Add-on Kopierer/Scanner zu einem multifunktionalen All-in-One Gerät aufwerten.|Kopiererhaus > Drucker|149.00|3-4 Tage|https://www.kopiererhaus.de/hp-laserjet-1100-c4224a|https://www.kopiererhaus.de/media/catalog/product/4/1/410349996_852983.jpg|8.90
410410031||Q1336A|HP|HP Laserjet 1150 - Q1336A|Problemlos integrierbar: Der fachmännisch runderneuerte & gebrauchte HP LaserJet 1150 bietet zeitsparenden monochromen Laserdruck zu einem kostengünstigen Preis. Der sehr zuverlässige und kompakte LaserJet 1150 Laserdrucker wurde zur Erstellung von Dokumenten in professioneller Qualität für beliebige Büroanwendungen oder den Einsatz zu Hause konzipiert und liefert schnelle Ausdrucke in professioneller Qualität für beliebige Geschäftsanforderungen. Der HP LaserJet 1150 überzeugt mit beeindruckender Produktivität und einer Druckgeschwindigkeit von bis zu 17 Seiten pro Minute. Die integrierte HP All-in-One Druckkassette beim LaserJet 1150 sorgt für den gewissen Unterschied und ermöglicht Ausdrucke mit gestochen scharfen Texten und Linien über die gesamte Lebensdauer des Druckers und einer hohen Seitenkapazität von bis zu 2500 Seiten. Ausdauerleistung zu einem wettbewerbsfähigen Preis in Verbindung mit einer großen Auswahl an praktischen Funktionen machen den HP LaserJet 1150 zu einem hervorragenden Teamplayer.|Kopiererhaus > Drucker|199.00|3-4 Tage|https://www.kopiererhaus.de/hp-laserjet-1150-q1336a|https://www.kopiererhaus.de/media/catalog/product/4/1/410410031_253672.jpg|8.90
411909176||CE874A|HP|HP LaserJet Pro CP1525N - CE874A|Bedienerfreundlicher Farbdruck: Der professionell runderneuerte & gebrauchte HP LaserJet Pro CP1525N ist ideal für Home-Office und kleinere Büroumgebungen, die qualitativ exzellente Farbdrucke mit einem bedienerfreundlichen und kostengünstigen Netzwerkdrucker ausdrucken möchten. Mit dem HP LaserJet Pro CP1525N bekommen Sie herausragende Farbintensität und gestochen scharfe Texte mit HP ImageREt 3600 und original HP Druckkassetten mit ColorSphere Toner. HP EasyColor sorgt beim HP LaserJet Pro CP1525N automatisch für eine herausragende Druckqualität bei Texten, Bildern und Grafiken. Zudem verfügt der LaserJet Pro CP1525N über ein einfaches Anpassen und Anwenden von Volltonfarben im gesamten Dokument mithilfe der Basic Colour Match-Einstellungen.|Kopiererhaus > Drucker|349.00|3-4 Tage|https://www.kopiererhaus.de/hp-laserjet-pro-cp1525n-ce874a|https://www.kopiererhaus.de/media/catalog/product/4/1/411909176_237096.jpg|8.90
411984851||Q7553X|HP|HP 53X LaserJet Druckkassette schwarz - Q7553X +NEU&OVP+|Druckkassette HP in schwarz, Kapazität 6500 Seiten bei 5% Abdeckung. Geeignet für P2015-Serie, P2014.|Kopiererhaus > Toner & Zubehör|165.00|3-4 Tage|https://www.kopiererhaus.de/hp-53x-laserjet-druckkassette-schwarz-q7553x-neuovp|https://www.kopiererhaus.de/media/catalog/product/4/1/411984851_318672.jpg|8.90
411988626||Q5949X|HP|HP LaserJet Druckkassette schwarz - Q5949X|Druckkassette in schwarz, Kapazität: 6000 Seiten bei 5% Abdeckung, Doppelpack, Geeignet für HP LaserJet 1320-Serie. Mit der HP LaserJet Q5949X Druckkassette (Doppelpack) schwarz reduzieren Sie Ihre Druckkosten, ohne auf konsistente, professionelle Ergebnisse und den zuverlässigen, problemlosen Druckbetrieb von Original HP LaserJet Druckkassetten zu verzichten.|Kopiererhaus > Toner & Zubehör|165.00|3-4 Tage|https://www.kopiererhaus.de/hp-laserjet-druckkassette-schwarz-q5949x|https://www.kopiererhaus.de/media/catalog/product/4/1/411988626_278133.jpg|8.90
343243243241231||CB369A|HP|HP Laserjet P2015X - CB369A|Für einen reibungslosen Betrieb: Der top aufbereitete & gebrauchte HP LaserJet P2015X ist problemlos einzurichten, anzuwenden, zu verwalten und erfordert wenig Wartungsaufwand. Mit dem LaserJet P2015X minimieren Sie Unterbrechungen mit einer maximalen Kapazität der Papierzuführung von 500-Blatt und einer 50-Blatt-Mehrzweckzuführung, die Druckmedien von A4 bis A6 unterstützt. Die HP Smart Drucktechnologie in den Druckkassetten und dem HP LaserJet P2015X verbessert die Zuverlässigkeit für einen entspannten Workflow. Die Management-Tools für HP Drucker können zum schnellen Konfigurieren von Einstellungen und für den direkten Zugriff auf den Druckerstatus und der Warnungen beim P2015X verwendet werden. Der HP LaserJet P2015X lässt sich einfach in Ihre Büroumgebung integrieren und unterstützt zahlreiche Betriebssysteme. Wir bieten Ihnen den HP LaserJet P2015X gebraucht und zum einfach bürointegrierten Preis an. Gleich bestellen und Sie bekommen mit dem P2015X einen Top LaserJet für einen reibungslosen Betrieb!|Kopiererhaus > Drucker|249.00|4-7 Tage|https://www.kopiererhaus.de/hp-laserjet-p2015x-cb369a|https://www.kopiererhaus.de/media/catalog/product/4/1/412980011_299020.jpg|8.90
412980451||CB449A|HP|HP Laserjet P2015N - CB449A|Auf den perfekten Workflow kommt es an: Mit dem aufgearbeiteten HP LaserJet P2015N wird die Anwendung für kleine Arbeitsgruppen und Einzelnutzer zum Kinderspiel. Der leistungsstarke Laserdrucker erstellt Dokumente in vortrefflicher Qualität und spart noch dazu eine Menge Platz. Mit einer Druckgeschwindigkeit von 26 Seiten pro Minute, einer problemlosen Integration in Ihre Arbeitsumgebung und einer bedienerfreundlichen und intuitiven Steuerung ist das Gerät auch dann noch bestens geeignet, wenn Ihre Anforderungen steigen. |Kopiererhaus > Drucker|199.00|4-7 Tage|https://www.kopiererhaus.de/hp-laserjet-p2015n-cb449a|https://www.kopiererhaus.de/media/catalog/product/6/9/697277.jpg|8.90
